"check_id","category","quantity","expected","observed","tolerance","status","source","notes"
"CELL_0276","reported_table_cell","Table 1 61841 R2b","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0277","reported_table_cell","Table 1 61841 R3a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0278","reported_table_cell","Table 1 61841 R3b","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0279","reported_table_cell","Table 1 61841 HoT","445","445","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0280","reported_table_cell","Table 1 61841 Inner_Bay","29","29","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0281","reported_table_cell","Table 1 61841 Outer_Bay","15","15","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0282","reported_table_cell","Table 1 61841 all_SoBI","16","16","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0283","reported_table_cell","Table 1 61841 total_detections","517","517","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0284","reported_table_cell","Table 1 61841 release_Rx1_days","2.26","2.256215277777778","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0285","reported_table_cell","Table 1 61841 release_HoT_days","5.32","5.324780092592593","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0286","reported_table_cell","Table 1 61841 HoT_inner_days","2.51","2.509849537037037","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0287","reported_table_cell","Table 1 61841 HoT_outer_days","4.71","4.712326388888889","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0288","reported_table_cell","Table 1 61841 HoT_SoBI_days","30.6","30.60277777777778","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0289","reported_table_cell","Table 1 61842 fish_id","61842","61842","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0290","reported_table_cell","Table 1 61842 fork_length_mm","149","149","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0291","reported_table_cell","Table 1 61842 weight_g","26.7","26.7","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0292","reported_table_cell","Table 1 61842 RP1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0293","reported_table_cell","Table 1 61842 all_MM","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0294","reported_table_cell","Table 1 61842 Rx1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0295","reported_table_cell","Table 1 61842 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0296","reported_table_cell","Table 1 61842 R1b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0297","reported_table_cell","Table 1 61842 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0298","reported_table_cell","Table 1 61842 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0299","reported_table_cell","Table 1 61842 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0300","reported_table_cell","Table 1 61842 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0301","reported_table_cell","Table 1 61842 R3a","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0302","reported_table_cell","Table 1 61842 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0303","reported_table_cell","Table 1 61842 HoT","90","90","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0304","reported_table_cell","Table 1 61842 Inner_Bay","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0305","reported_table_cell","Table 1 61842 Outer_Bay","71","71","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0306","reported_table_cell","Table 1 61842 all_SoBI","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0307","reported_table_cell","Table 1 61842 total_detections","167","167","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0308","reported_table_cell","Table 1 61842 release_Rx1_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0309","reported_table_cell","Table 1 61842 release_HoT_days","7.25","7.254074074074074","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0310","reported_table_cell","Table 1 61842 HoT_inner_days","1.18","1.18212962962963","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0311","reported_table_cell","Table 1 61842 HoT_outer_days","6.1","6.095740740740741","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0312","reported_table_cell","Table 1 61842 HoT_SoBI_days","30.34","30.34069444444444","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0313","reported_table_cell","Table 1 61843 fish_id","61843","61843","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0314","reported_table_cell","Table 1 61843 fork_length_mm","157","157","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0315","reported_table_cell","Table 1 61843 weight_g","34.7","34.7","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0316","reported_table_cell","Table 1 61843 RP1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0317","reported_table_cell","Table 1 61843 all_MM","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0318","reported_table_cell","Table 1 61843 Rx1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0319","reported_table_cell","Table 1 61843 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0320","reported_table_cell","Table 1 61843 R1b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0321","reported_table_cell","Table 1 61843 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0322","reported_table_cell","Table 1 61843 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0323","reported_table_cell","Table 1 61843 Rx2a","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0324","reported_table_cell","Table 1 61843 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0325","reported_table_cell","Table 1 61843 R3a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0326","reported_table_cell","Table 1 61843 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0327","reported_table_cell","Table 1 61843 HoT","16","16","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0328","reported_table_cell","Table 1 61843 Inner_Bay","5","5","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0329","reported_table_cell","Table 1 61843 Outer_Bay","35","35","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0330","reported_table_cell","Table 1 61843 all_SoBI","7","7","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0331","reported_table_cell","Table 1 61843 total_detections","64","64","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0332","reported_table_cell","Table 1 61843 release_Rx1_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0333","reported_table_cell","Table 1 61843 release_HoT_days","9.55","9.547499999999999","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0334","reported_table_cell","Table 1 61843 HoT_inner_days","0.62","0.6236111111111111","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0335","reported_table_cell","Table 1 61843 HoT_outer_days","4.07","4.070798611111111","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0336","reported_table_cell","Table 1 61843 HoT_SoBI_days","31.35","31.34541666666667","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0337","reported_table_cell","Table 1 61844 fish_id","61844","61844","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0338","reported_table_cell","Table 1 61844 fork_length_mm","134","134","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0339","reported_table_cell","Table 1 61844 weight_g","19","19","0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0340","reported_table_cell","Table 1 61844 RP1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0341","reported_table_cell","Table 1 61844 all_MM","14","14","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0342","reported_table_cell","Table 1 61844 Rx1","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0343","reported_table_cell","Table 1 61844 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0344","reported_table_cell","Table 1 61844 R1b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0345","reported_table_cell","Table 1 61844 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0346","reported_table_cell","Table 1 61844 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0347","reported_table_cell","Table 1 61844 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0348","reported_table_cell","Table 1 61844 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0349","reported_table_cell","Table 1 61844 R3a","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0350","reported_table_cell","Table 1 61844 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0351","reported_table_cell","Table 1 61844 HoT","19","19","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0352","reported_table_cell","Table 1 61844 Inner_Bay","9","9","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0353","reported_table_cell","Table 1 61844 Outer_Bay","13","13","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0354","reported_table_cell","Table 1 61844 all_SoBI","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0355","reported_table_cell","Table 1 61844 total_detections","60","60","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0356","reported_table_cell","Table 1 61844 release_Rx1_days","2.42","2.420347222222222","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0357","reported_table_cell","Table 1 61844 release_HoT_days","7.07","7.070023148148148","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0358","reported_table_cell","Table 1 61844 HoT_inner_days","1.8","1.795601851851852","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0359","reported_table_cell","Table 1 61844 HoT_outer_days","10.15","10.15229166666667","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0360","reported_table_cell","Table 1 61844 HoT_SoBI_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0361","reported_table_cell","Table 1 61845 fish_id","61845","61845","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0362","reported_table_cell","Table 1 61845 fork_length_mm","145","145","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0363","reported_table_cell","Table 1 61845 weight_g","27.5","27.5","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0364","reported_table_cell","Table 1 61845 RP1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0365","reported_table_cell","Table 1 61845 all_MM","9","9","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0366","reported_table_cell","Table 1 61845 Rx1","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0367","reported_table_cell","Table 1 61845 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0368","reported_table_cell","Table 1 61845 R1b","8","8","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0369","reported_table_cell","Table 1 61845 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0370","reported_table_cell","Table 1 61845 Rx2b","127","127","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0371","reported_table_cell","Table 1 61845 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0372","reported_table_cell","Table 1 61845 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0373","reported_table_cell","Table 1 61845 R3a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0374","reported_table_cell","Table 1 61845 R3b","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0375","reported_table_cell","Table 1 61845 HoT","23","23","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0376","reported_table_cell","Table 1 61845 Inner_Bay","113","113","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0377","reported_table_cell","Table 1 61845 Outer_Bay","14","14","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0378","reported_table_cell","Table 1 61845 all_SoBI","6","6","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0379","reported_table_cell","Table 1 61845 total_detections","307","307","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0380","reported_table_cell","Table 1 61845 release_Rx1_days","1.38","1.379930555555556","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0381","reported_table_cell","Table 1 61845 release_HoT_days","2.55","2.554884259259259","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0382","reported_table_cell","Table 1 61845 HoT_inner_days","1.21","1.213854166666667","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0383","reported_table_cell","Table 1 61845 HoT_outer_days","3.26","3.256030092592593","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0384","reported_table_cell","Table 1 61845 HoT_SoBI_days","39.25","39.25025462962963","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0385","reported_table_cell","Table 1 61846 fish_id","61846","61846","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0386","reported_table_cell","Table 1 61846 fork_length_mm","159","159","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0387","reported_table_cell","Table 1 61846 weight_g","35.7","35.7","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0388","reported_table_cell","Table 1 61846 RP1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0389","reported_table_cell","Table 1 61846 all_MM","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0390","reported_table_cell","Table 1 61846 Rx1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0391","reported_table_cell","Table 1 61846 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0392","reported_table_cell","Table 1 61846 R1b","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0393","reported_table_cell","Table 1 61846 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0394","reported_table_cell","Table 1 61846 Rx2b","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0395","reported_table_cell","Table 1 61846 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0396","reported_table_cell","Table 1 61846 R2b","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0397","reported_table_cell","Table 1 61846 R3a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0398","reported_table_cell","Table 1 61846 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0399","reported_table_cell","Table 1 61846 HoT","639","639","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0400","reported_table_cell","Table 1 61846 Inner_Bay","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0401","reported_table_cell","Table 1 61846 Outer_Bay","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0402","reported_table_cell","Table 1 61846 all_SoBI","7","7","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0403","reported_table_cell","Table 1 61846 total_detections","658","658","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0404","reported_table_cell","Table 1 61846 release_Rx1_days","3.64","3.638784722222222","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0405","reported_table_cell","Table 1 61846 release_HoT_days","4.37","4.366331018518519","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0406","reported_table_cell","Table 1 61846 HoT_inner_days","1.48","1.481238425925926","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0407","reported_table_cell","Table 1 61846 HoT_outer_days","3.36","3.362453703703704","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0408","reported_table_cell","Table 1 61846 HoT_SoBI_days","31.49","31.49219907407407","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0409","reported_table_cell","Table 1 61847 fish_id","61847","61847","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0410","reported_table_cell","Table 1 61847 fork_length_mm","143","143","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0411","reported_table_cell","Table 1 61847 weight_g","26","26","0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0412","reported_table_cell","Table 1 61847 RP1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0413","reported_table_cell","Table 1 61847 all_MM","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0414","reported_table_cell","Table 1 61847 Rx1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0415","reported_table_cell","Table 1 61847 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0416","reported_table_cell","Table 1 61847 R1b","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0417","reported_table_cell","Table 1 61847 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0418","reported_table_cell","Table 1 61847 Rx2b","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
